,ROLES,COMPANIES,LOCATIONS,EXPERIENCE,SKILLS,DATES,PRESENTDATE,SALARY,LINKS,SPECIALITY,DESCRIPTION
673,Senior BI Cognos Developer,Value Consulting,Bengaluru,7-12 Yrs,"('IT Skills', 'Testing', 'Oracle', 'assembly language', 'Senior BI Cognos Developer', 'website', 'C', 'HTML')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-bi-cognos-developer-value-consulting-bengaluru-bangalore-7-to-12-years-230217501042?src=jobsearchDesk&sid=16075379179201245&xp=14&px=34,NULL,"The Senior BI Cognos Developer will analyze, design, develop, and support initiatives t..."
674,Software Developer,Delfoo,"Vadodara, Surat",3-6 Yrs,"('assembly language', 'C', 'code', 'cms', 'developing', 'HTML', 'ajax', 'jquery')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-software-developer-delfoo-vadodara-baroda-surat-3-to-6-years-230217501033?src=jobsearchDesk&sid=16075379179201245&xp=15&px=34,NULL,ResponsibilitiesResponsible for developing web- based application to meet the emerging ...
675,Front- end Web Developer,Beard Design,Panjim,2-7 Yrs,"('assembly language', 'end Web Developer', 'website', 'C', 'Front', 'HTML', 'ajax', 'javascript')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-front-end-web-developer-beard-design-panjim-panaji-2-to-7-years-230217501015?src=jobsearchDesk&sid=16075379179201245&xp=16&px=34,NULL,"Need to have • At least 2 years of experience in frontend technologies (JavaScript, HTM..."
676,Software Developer,Delfoo,Vadodara,2-7 Yrs,"('assembly language', 'C', 'code', 'cms', 'developing', 'HTML', 'ajax', 'jquery')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-software-developer-delfoo-vadodara-baroda-2-to-7-years-230217501004?src=jobsearchDesk&sid=16075379179201245&xp=17&px=34,NULL,Responsibilities Responsible for developing web- based application to meet the emerging...
677,ASP.NET developer,INFOCRATS WEB SOLUTIONS PVT LTD,Indore,2-7 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-asp-net-developer-infocrats-web-solutions-pvt-ltd-indore-2-to-7-years-230217500989?src=jobsearchDesk&sid=16075379179201245&xp=18&px=34,NULL,Job Description: • Minimum 3 years of experience as ASP.NET developer with good communi...
678,iPhone developer,INFOCRATS WEB SOLUTIONS PVT LTD,Indore,2-7 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'iphone', 'javascript', 'jquery')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-iphone-developer-infocrats-web-solutions-pvt-ltd-indore-2-to-7-years-230217500986?src=jobsearchDesk&sid=16075379179201245&xp=19&px=34,NULL,Job Description: - • Minimum 2 years of experience as iPhone developer with good commun...
679,C/ C Windows Developers,Vedams Software Solutions India Pvt Ltd,Hyderabad,1-4 Yrs,"('assembly language', 'C', 'developing', 'HTML', 'ajax', 'jquery', 'xml', 'linux')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-c-c-windows-developers-vedams-software-solutions-india-pvt-ltd-hyderabad-secunderabad-1-to-4-years-230217500853?src=jobsearchDesk&sid=16075379179201245&xp=20&px=34,NULL,"Job Description Experience in developing mobile applications (Android, iOS, Windows) Ex..."
680,Angular JS Developer,Blueberry Labs,Hyderabad,3-6 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-angular-js-developer-blueberry-labs-hyderabad-secunderabad-3-to-6-years-230217500522?src=jobsearchDesk&sid=16075381292298674&xp=1&px=35,NULL,Compensation and Benefits: Compensation is not a constraint for suitable candidate Sinc...
681,Software Engineer - Web Technologies,DEEP THOUGHT SYSTEMS (P) LTD.,Trivandrum,3-8 Yrs,"('assembly language', 'website', 'C', 'Web Technologies', 'HTML', 'ajax', 'javascript', 'jquery')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-software-engineer-web-technologies-deep-thought-systems-p-ltd-trivandrum-3-to-8-years-230217500307?src=jobsearchDesk&sid=16075381292298674&xp=2&px=35,NULL,• • We are looking for an experienced Software Engineer proficient in server side web t...
682,Senior Lotus Notes and Java Developer,itForte Staffing Services Private Ltd.,"Delhi, Bengaluru",5-8 Yrs,"('assembly language', 'website', 'C', 'Senior Lotus Notes', 'HTML', 'ajax', 'javascript', 'jquery')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-lotus-notes-and-java-developer-itforte-staffing-services-private-ltd-delhi-bengaluru-bangalore-5-to-8-years-230217500300?src=jobsearchDesk&sid=16075381292298674&xp=3&px=35,NULL,• As an experienced software developer you will be engaged in a wide range of projects ...
683,Senior PHP Developer,itForte Staffing Services Private Ltd.,"Delhi, Gurgaon",5-10 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-php-developer-itforte-staffing-services-private-ltd-delhi-gurgaon-5-to-10-years-230217500299?src=jobsearchDesk&sid=16075381292298674&xp=4&px=35,NULL,Key Responsibilities - Design interactive and intuitive web applications.- Lead project...
684,Ruby on Rails Developers,itForte Staffing Services Private Ltd.,Delhi,3-7 Yrs,"('assembly language', 'website', 'C', 'Ruby on Rails Developers', 'HTML', 'ajax', 'javascript', 'jquery')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-ruby-on-rails-developers-itforte-staffing-services-private-ltd-delhi-3-to-7-years-230217500298?src=jobsearchDesk&sid=16075381292298674&xp=5&px=35,NULL,As a senior developer you will be involved with the design and the technical architectu...
685,DOTNET Developer,itForte Staffing Services Private Ltd.,Nagpur,5-10 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-dotnet-developer-itforte-staffing-services-private-ltd-nagpur-5-to-10-years-230217500292?src=jobsearchDesk&sid=16075381292298674&xp=6&px=35,NULL,Job Responsibilities / Key Result Areas (KRAs) - Gather business requirements.?- Develo...
686,Senior Web Developer with Ruby/ Java/ Python,itForte Staffing Services Private Ltd.,"Delhi, Gurgaon",3-5 Yrs,"('assembly language', 'Java', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-web-developer-with-ruby-java-python-itforte-staffing-services-private-ltd-delhi-gurgaon-3-to-5-years-230217500290?src=jobsearchDesk&sid=16075381292298674&xp=7&px=35,NULL,"Extensive experience in multiple programming languages: Ruby, Java, Python, Javascript ..."
687,MS SQL Developer,itForte Staffing Services Private Ltd.,"Delhi, Noida",3-8 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-ms-sql-developer-itforte-staffing-services-private-ltd-delhi-noida-3-to-8-years-230217500287?src=jobsearchDesk&sid=16075381292298674&xp=8&px=35,NULL,"3 years SQL Server experience- Experience with SQL Server 2008/ 2005, SSIS, SSRS, TSQL ..."
688,PHP Developer,itForte Staffing Services Private Ltd.,"Delhi, Noida",2-7 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-php-developer-itforte-staffing-services-private-ltd-delhi-noida-2-to-7-years-230217500274?src=jobsearchDesk&sid=16075381292298674&xp=9&px=35,NULL,"Ideal candidates will have a post- secondary degree in Information Systems, Software En..."
689,J2EE Developer,itForte Staffing Services Private Ltd.,"Delhi, Noida",3-6 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-j2ee-developer-itforte-staffing-services-private-ltd-delhi-noida-3-to-6-years-230217500268?src=jobsearchDesk&sid=16075381292298674&xp=10&px=35,NULL,"6 years working experience in Java/ J2EE, NodeJS, MySQL/ Mongo - Hands on experience of..."
690,Senior Python Web Applications Developers,itForte Staffing Services Private Ltd.,Delhi,5-8 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-python-web-applications-developers-itforte-staffing-services-private-ltd-delhi-5-to-8-years-230217500267?src=jobsearchDesk&sid=16075381292298674&xp=11&px=35,NULL,5 years of experience with Python/ Django- Experience with PostgreSQL or MySQL- Senior-...
691,Senior .NET developer,itForte Staffing Services Private Ltd.,Delhi,5-8 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-net-developer-itforte-staffing-services-private-ltd-delhi-5-to-8-years-230217500266?src=jobsearchDesk&sid=16075381292298674&xp=12&px=35,NULL,"Technical Skills/ Experience Required- .NET (C#) 5 or higher- Asp.NET 4, Web Forms and ..."
692,Desktop Developer Cisco Finesse,itForte Staffing Services Private Ltd.,"Pune, Hyderabad, Noida",2-5 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-desktop-developer-cisco-finesse-itforte-staffing-services-private-ltd-pune-hyderabad-secunderabad-noida-2-to-5-years-230217500257?src=jobsearchDesk&sid=16075381292298674&xp=13&px=35,NULL,"Experience developing solutions in .NET, & C# The appropriate Attitude should include: ..."
693,Genesys IVR Developer,itForte Staffing Services Private Ltd.,"Pune, Hyderabad, Noida",5-7 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-genesys-ivr-developer-itforte-staffing-services-private-ltd-pune-hyderabad-secunderabad-noida-5-to-7-years-230217500254?src=jobsearchDesk&sid=16075381292298674&xp=14&px=35,NULL,• 5 to 7 years custom development experience with up to 3 of the following technologies...
694,Salesforce Developer,itForte Staffing Services Private Ltd.,"Pune, Hyderabad, Noida",2-5 Yrs,"('assembly language', 'website', 'C', 'Salesforce Developer', 'HTML', 'ajax', 'javascript', 'jquery')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-salesforce-developer-itforte-staffing-services-private-ltd-pune-hyderabad-secunderabad-noida-2-to-5-years-230217500252?src=jobsearchDesk&sid=16075381292298674&xp=15&px=35,NULL,• Experienced Salesforce.com Developer with DEV401 Certification - Experience in develo...
695,Senior IVR CVP Developer,itForte Staffing Services Private Ltd.,"Pune, Hyderabad, Noida",3-5 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-ivr-cvp-developer-itforte-staffing-services-private-ltd-pune-hyderabad-secunderabad-noida-3-to-5-years-230217500245?src=jobsearchDesk&sid=16075381292298674&xp=16&px=35,NULL,"VXML, SSML, XML, JAVA, J2EE, JSP, .NET, C#, ASP, etc - Proficient written and verbal sk..."
696,Php Web Developer,Talent Zone Consultant,Delhi,2-6 Yrs,"('jQuery', 'Linux', 'MySQL', 'Javascript', 'PHP', 'SEO', 'Apache', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-php-web-developer-talent-zone-consultant-delhi-2-to-6-years-230120501166?src=jobsearchDesk&sid=16075381292298674&xp=17&px=35,NULL,Roles & Responsibilities: Responsible for the Final Execution of Complete Front - end a...
697,SOFTWARE DEVELOPER,Zealitech Solutions,Coimbatore,2-4 Yrs,"('JAVA', 'Java', 'Business Analysts', 'development', 'python', 'Architects', 'HTML', 'javascript')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-software-developer-zealitech-solutions-coimbatore-2-to-4-years-230118501950?src=jobsearchDesk&sid=16075381292298674&xp=18&px=35,NULL,Permanent Software Developer Company : Zealitech Solutions_Client Posted Date : 14. 12....
698,Android Developer,NetSutra,Ghaziabad,2-5 Yrs,"('assembly language', 'Android Developer', 'C', 'android', 'HTML', 'ajax', 'jquery', 'java')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-android-developer-netsutra-ghaziabad-2-to-5-years-221216500138?src=jobsearchDesk&sid=16075381292298674&xp=19&px=35,NULL,• Strong programming skills in Java / J2EE programming. • Expertise in: Android APIs fo...
699,UI Developer,Sway Techno Solutions Pvt. Ltd.,Noida,3-6 Yrs,"('assembly language', 'website', 'C', 'mobile', 'HTML', 'ajax', 'javascript', 'jquery')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-ui-developer-sway-techno-solutions-pvt-ltd-noida-3-to-6-years-221216500090?src=jobsearchDesk&sid=16075381292298674&xp=20&px=35,NULL,"• Person should have strong knowledge of Backbone.JS, JQuery, JS, HTML 5.0, PHP, MYSQL...."
700,Android Developer,NetSutra,Ghaziabad,2-5 Yrs,"('assembly language', 'Android Developer', 'C', 'android', 'HTML', 'ajax', 'jquery', 'java')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-android-developer-netsutra-ghaziabad-2-to-5-years-221216500138?src=jobsearchDesk&sid=16075383391456877&xp=1&px=36,NULL,• Strong programming skills in Java / J2EE programming. • Expertise in: Android APIs fo...
701,UI Developer,Sway Techno Solutions Pvt. Ltd.,Noida,3-6 Yrs,"('assembly language', 'website', 'C', 'mobile', 'HTML', 'ajax', 'javascript', 'jquery')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-ui-developer-sway-techno-solutions-pvt-ltd-noida-3-to-6-years-221216500090?src=jobsearchDesk&sid=16075383391456877&xp=2&px=36,NULL,"• Person should have strong knowledge of Backbone.JS, JQuery, JS, HTML 5.0, PHP, MYSQL...."
702,Java Developer/ Sr. Java Developer,Sway Techno Solutions Pvt. Ltd.,Noida,2-6 Yrs,"('assembly language', 'C', 'code', 'technical', 'usage', 'HTML', 'Sr. Java Developer', 'ajax')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-java-developer-sr-java-developer-sway-techno-solutions-pvt-ltd-noida-2-to-6-years-221216500084?src=jobsearchDesk&sid=16075383391456877&xp=3&px=36,NULL,• Java Programmer (Web Technologies/ Web Applications/ Web Services) • Design and Devel...
703,Javascript Frontend Developer,Marketerboard,Pune,3-8 Yrs,"('IT Skills', 'Java', 'Python', 'Software Development', 'Node.js', 'Javascript', 'AWS', 'Drupal')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-javascript-frontend-developer-marketerboard-pune-3-to-8-years-221020501232?src=jobsearchDesk&sid=16075383391456877&xp=4&px=36,NULL,"Prior experience in development for CRM software, marketing automation web analytics an..."
704,"Node.JS, MongoDB and Elastic Search Developer",BUZZBOARD INC,Hyderabad,3-6 Yrs,"('Linux', 'Debugging', 'Javascript', 'PHP', 'MongoDB', 'Python')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-node-js-mongodb-and-elastic-search-developer-buzzboard-inc-hyderabad-secunderabad-3-to-6-years-221020500413?src=jobsearchDesk&sid=16075383391456877&xp=5&px=36,NULL,Should be a quick learner Minimum 3 Years working experience overall Minimum 2 Years of...
705,PHP and Node.js Developer,BUZZBOARD INC,Hyderabad,2-4 Yrs,"('GIT', 'Linux', 'MySQL', 'Debugging', 'Cloud', 'Javascript', 'PHP', 'Ruby')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-php-and-node-js-developer-buzzboard-inc-hyderabad-secunderabad-2-to-4-years-221020500412?src=jobsearchDesk&sid=16075383391456877&xp=6&px=36,NULL,Good knowledge on MongoDB and MySql Should be a quick learner Minimum 3 Years of experi...
706,Software QA Engineer,Musikaar,Bengaluru,2-5 Yrs,"('assembly language', 'website', 'C', 'HTML', 'ajax', 'javascript', 'jquery', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-software-qa-engineer-musikaar-bengaluru-bangalore-2-to-5-years-220717501455?src=jobsearchDesk&sid=16075383391456877&xp=7&px=36,PREMIUM,Primary skill set: • Well versed with different testing techniques and methodologies • ...
707,Dot Net Developer,T & A Solutions,Chandigarh,1-2 Yrs,"('assembly language', 'rest', 'website', 'C', 'Dot Net Developer', 'HTML', 'ajax', 'javascript')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-dot-net-developer-t-a-solutions-chandigarh-1-to-2-years-220717501121?src=jobsearchDesk&sid=16075383391456877&xp=8&px=36,NULL,Dot Net Developer Designation: - Dot Net Developer Salary: - 10- 25K PM ExP; - 1- 2 Yea...
708,Senior Software Engineer - DevOps,LogiNext Solutions,Mumbai,3-7 Yrs,"('Computer science', 'Maven', 'Automation', 'Linux', 'Shell scripting', 'Application development', 'Troubleshooting', 'Information technology')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-senior-software-engineer-devops-loginext-solutions-mumbai-3-to-7-years-220520501028?src=jobsearchDesk&sid=16075383391456877&xp=9&px=36,PREMIUM,LogiNext is looking for a technically savvy and passionate Senior DevOps Engineer to ca...
709,Software Engineer - Instance Set,EI2Solutions,Chennai,2-7 Yrs,"('Tomcat', 'development', 'code', 'software', 'JBoss', 'Perl', 'tools', 'SQL')",30+ DAYS AGO,2020-12-09,Not disclosed,https://www.naukri.com/job-listings-software-engineer-instance-set-ei2solutions-chennai-2-to-7-years-220519501857?src=jobsearchDesk&sid=16075383391456877&xp=10&px=36,NULL,Software Engineer Instance Set Collabnet Is Building The Next Generation Development Pl...
